Dummy Policy No,ASSURED_AGE,NOMINEE_RELATION,OCCUPATION,POLICY SUMASSURED,Premium,PREMIUMPAYMENTMODE,Annual Income,HOLDERMARITALSTATUS,INDIV_REQUIREMENTFLAG,Policy Term,Policy Payment Term,CORRESPONDENCECITY,CORRESPONDENCESTATE,CORRESPONDENCEPOSTCODE,Product Type,CHANNEL,Bank code,POLICYRISKCOMMENCEMENTDATE,Date of Death,INTIMATIONDATE,STATUS,SUB_STATUS,Fraud Category,Premium/Income Ratio,Policy Value/Income Ratio,Policy to Death Timeline,Death to Intimation Gap,Location Risk,Location-Based Risk,Occupation Risk Score,Product Type Risk,,Fraud Category
125,25,6,2,2520000,306750,4,1600000,1,1,15,10,461,12,173212,3,0,1,9/20/2023,,,2,1,2,0.19171875,1.575,,,461_12,405,0.3834375,4.725,,Document Tampering
126,11,11,11,5225000,485687.5,4,1500000,0,1,36,10,86,5,160023,3,0,1,5/6/2023,,,2,1,2,0.32379166666666664,3.4833333333333334,,,86_5,497,3.5617083333333333,10.45,,Document Tampering
127,13,11,6,5225000,485687.5,4,1300000,0,1,36,10,86,5,160047,3,0,1,5/23/2023,,,2,1,2,0.3736057692307692,4.019230769230769,,,86_5,497,2.241634615384615,12.057692307692307,,Document Tampering
128,10,11,2,5225000,485687.5,4,1500000,0,1,36,10,431,12,173220,3,0,1,6/20/2023,,,2,1,2,0.32379166666666664,3.4833333333333334,,,431_12,371,0.6475833333333333,10.45,,Document Tampering
129,53,12,11,100000,18919.72,4,600000,0,1,7,10,470,26,620011,3,0,1,12/6/2021,,,0,11,8,0.031532866666666666,0.16666666666666666,,,470_26,415,0.3468615333333333,0.5,,Misrepresentation
130,51,12,11,100000,18707.6,4,600000,0,1,7,10,31,3,781315,3,0,1,5/21/2022,,,0,11,8,0.031179333,0.16666666666666666,,,31_3,247,0.34297266666666665,0.5,,Misrepresentation
131,57,12,11,150000,29193.12,4,480000,0,0,7,10,336,3,781346,3,0,1,3/16/2023,,,0,11,8,0.060819,0.3125,,,336_3,265,0.669009,0.9375,,Misrepresentation
132,46,5,11,400000,72263.84,4,1200000,0,1,7,10,133,16,454001,3,3,Unknown,5/25/2023,,,0,11,8,0.060219867,0.3333333333333333,,,133_16,38,0.6624185333333333,1,,Misrepresentation
133,47,12,11,270000,49963.8,1,800000,0,1,7,10,0,0,-,3,3,Unknown,8/17/2023,,,0,11,8,0.06245475,0.3375,,,0_0,0,0.68700225,1.0125000000000002,,Misrepresentation
134,34,12,0,150000,15000,4,360000,0,1,10,10,316,7,493554,4,0,3,12/31/2022,,,0,11,8,0.041666666666666664,0.4166666666666667,,,316_7,243,0,1.6666666666666667,,Misrepresentation
135,39,12,11,300000,30000,4,300000,0,1,10,10,149,29,207403,4,0,1,2/3/2023,,,0,11,8,0.1,1,,,149_29,55,1.1,4,,Misrepresentation
136,38,11,0,240000,24000,0,180000,0,1,15,10,102,25,312601,4,3,Unknown,12/31/2023,,,0,11,8,0.13333333333333333,1.3333333333333333,,,102_25,4,0,5.333333333333333,,Misrepresentation
137,39,12,8,275000,5000,4,720000,0,1,15,10,0,32,-,3,3,Unknown,3/25/2021,,,0,11,8,0.006944444,0.3819444444444444,,,0_32,1,0.055555556,1.1458333333333333,,Misrepresentation
138,42,11,2,200000,5000,4,240000,0,1,15,10,97,3,788025,3,3,Unknown,5/7/2021,,,0,11,8,0.020833333333333332,0.8333333333333334,,,97_3,509,0.041666666666666664,2.5,,Misrepresentation
139,54,10,2,30000,1500,4,180000,0,1,10,10,17,11,133001,3,3,Unknown,5/12/2021,,,0,11,8,0.008333333,0.16666666666666666,,,17_11,90,0.016666666666666666,0.5,,Misrepresentation
140,30,12,10,475000,5000,4,180000,0,1,15,10,328,31,742159,3,3,Unknown,6/10/2021,,,0,11,8,0.027777777777777776,2.638888888888889,,,328_31,256,0.2777777777777778,7.916666666666666,,Misrepresentation
141,44,12,0,200000,5000,4,300000,0,1,15,10,371,13,822123,3,0,4,6/21/2021,,,0,11,8,0.016666666666666666,0.6666666666666666,,,371_13,304,0,2,,Misrepresentation
142,40,12,10,275000,5000,4,180000,0,1,15,10,79,31,731220,3,3,Unknown,6/18/2021,,,0,11,2,0.027777777777777776,1.5277777777777777,,,79_31,489,0.2777777777777778,4.583333333333333,,Document Tampering
143,39,10,10,275000,5000,4,210000,0,1,15,10,328,31,742147,3,3,Unknown,8/16/2021,,,0,11,8,0.023809523809523808,1.3095238095238095,,,328_31,256,0.23809523809523808,3.928571428571429,,Misrepresentation
144,33,1,11,350000,5000,4,360000,0,1,15,10,15,25,305901,3,3,Unknown,9/13/2021,,,0,11,8,0.013888888888888888,0.9722222222222222,,,15_25,68,0.15277777777777776,2.9166666666666665,,Misrepresentation
145,25,5,6,475000,5000,4,350000,0,1,15,10,40,25,321023,3,3,Unknown,10/5/2021,,,0,11,8,0.014285714285714285,1.3571428571428572,,,40_25,347,0.085714286,4.071428571428571,,Misrepresentation
146,54,10,10,100000,5000,4,288000,0,1,15,10,486,4,844102,3,3,Unknown,2/18/2022,,,0,11,8,0.017361111111111112,0.3472222222222222,,,486_4,432,0.1736111111111111,1.0416666666666665,,Misrepresentation
147,39,12,2,275000,5000,4,240000,0,1,15,10,112,13,814143,3,3,Unknown,3/16/2022,,,0,11,8,0.020833333333333332,1.1458333333333333,,,112_13,15,0.041666666666666664,3.4375,,Misrepresentation
148,49,10,0,150000,5000,4,240000,0,1,15,10,313,4,847230,3,3,Unknown,4/29/2022,,,0,11,8,0.020833333333333332,0.625,,,313_4,240,0,1.875,,Misrepresentation
149,43,12,0,175000,5000,4,300000,0,1,10,10,226,25,343032,3,0,1,3/27/2022,,,0,11,8,0.016666666666666666,0.5833333333333334,,,226_25,142,0,1.75,,Misrepresentation
150,55,10,2,100000,5000,4,300000,0,1,10,10,173,3,781037,3,3,Unknown,4/4/2022,,,0,11,8,0.016666666666666666,0.3333333333333333,,,173_3,83,0.033333333,1,,Misrepresentation
151,40,10,2,250000,5000,4,240000,0,1,10,10,119,7,491001,3,3,Unknown,4/8/2022,,,0,11,8,0.020833333333333332,1.0416666666666667,,,119_7,22,0.041666666666666664,3.125,,Misrepresentation
152,47,10,0,150000,5000,4,240000,0,1,15,10,83,3,788025,3,3,Unknown,4/19/2022,,,0,11,8,0.020833333333333332,0.625,,,83_3,494,0,1.875,,Misrepresentation
153,50,12,11,150000,5000,4,250000,0,1,15,10,346,3,782002,3,3,Unknown,5/31/2022,,,0,11,8,0.02,0.6,,,346_3,276,0.22,1.7999999999999998,,Misrepresentation
154,33,6,2,325000,5000,4,240000,0,1,10,10,402,25,305921,3,3,Unknown,6/6/2022,,,0,11,8,0.020833333333333332,1.3541666666666667,,,402_25,339,0.041666666666666664,4.0625,,Misrepresentation
155,27,12,2,475000,5000,4,252000,0,1,15,10,50,31,731243,3,3,Unknown,6/9/2022,,,0,11,8,0.01984127,1.8849206349206349,,,50_31,458,0.03968254,5.654761904761905,,Misrepresentation
156,47,1,10,150000,5000,4,249000,0,1,15,10,79,31,731241,3,3,Unknown,6/7/2022,,,0,11,8,0.020080321285140562,0.6024096385542169,,,79_31,489,0.20080321285140562,1.8072289156626509,,Misrepresentation
157,34,12,0,325000,5000,4,144000,0,1,10,10,192,11,125121,3,0,1,6/20/2022,,,0,11,8,0.034722222222222224,2.2569444444444446,,,192_11,104,0,6.770833333333334,,Misrepresentation
158,44,12,11,200000,5000,4,300000,0,1,15,10,79,31,731224,3,3,Unknown,6/28/2022,,,0,11,8,0.016666666666666666,0.6666666666666666,,,79_31,489,0.18333333333333332,2,,Misrepresentation
159,53,12,9,100000,5000,4,1660000,0,1,15,10,50,31,731224,3,3,Unknown,7/12/2022,,,0,11,8,0.003012048,0.060240963855421686,,,50_31,458,0.027108434,0.18072289156626506,,Misrepresentation
160,26,2,10,475000,5000,4,249000,0,1,15,10,79,31,731220,3,3,Unknown,7/20/2022,,,0,11,8,0.020080321285140562,1.9076305220883534,,,79_31,489,0.20080321285140562,5.722891566,,Misrepresentation
161,38,12,2,275000,5000,4,300000,0,0,15,10,392,29,244901,3,3,Unknown,8/22/2022,,,0,11,8,0.016666666666666666,0.9166666666666666,,,392_29,327,0.033333333,2.75,,Misrepresentation
162,32,12,2,350000,5000,4,310000,0,1,15,10,50,31,731234,3,3,Unknown,8/11/2022,,,0,11,8,0.016129032258064516,1.1290322580645162,,,50_31,458,0.032258065,3.387096774193549,,Misrepresentation
163,41,12,0,200000,5000,4,180000,0,1,15,10,24,9,385565,3,3,Unknown,8/18/2022,,,0,11,8,0.027777777777777776,1.1111111111111112,,,24_9,168,0,3.3333333333333335,,Misrepresentation
164,46,10,6,150000,5000,4,300000,0,1,15,10,343,8,110077,3,3,Unknown,8/30/2022,,,0,11,8,0.016666666666666666,0.5,,,343_8,273,0.1,1.5,,Misrepresentation
165,30,2,8,475000,5000,4,300000,1,0,15,10,392,29,244901,3,3,Unknown,9/5/2022,,,0,11,8,0.016666666666666666,1.5833333333333333,,,392_29,327,0.13333333333333333,4.75,,Misrepresentation
166,36,12,2,275000,5000,4,240000,0,1,15,10,310,31,742148,3,3,Unknown,9/12/2022,,,0,11,8,0.020833333333333332,1.1458333333333333,,,310_31,237,0.041666666666666664,3.4375,,Misrepresentation
167,50,12,0,150000,5000,4,240000,0,1,15,10,477,26,614708,3,3,Unknown,9/20/2022,,,0,11,8,0.020833333333333332,0.625,,,477_26,422,0,1.875,,Misrepresentation
168,38,5,2,275000,5000,4,225000,0,1,15,10,50,31,731216,3,3,Unknown,9/23/2022,,,0,11,8,0.022222222222222223,1.2222222222222223,,,50_31,458,0.044444444444444446,3.666666666666667,,Misrepresentation
169,45,12,2,200000,5000,4,225000,0,1,15,10,50,31,731213,3,3,Unknown,9/22/2022,,,0,11,8,0.022222222222222223,0.8888888888888888,,,50_31,458,0.044444444444444446,2.6666666666666665,,Misrepresentation
170,32,12,2,325000,5000,4,180000,0,1,10,10,310,31,742202,3,1,Unknown,11/12/2022,,,0,11,8,0.027777777777777776,1.8055555555555556,,,310_31,237,0.055555556,5.416666666666667,,Misrepresentation
171,55,12,8,100000,5000,4,360000,0,1,15,10,369,21,752050,3,3,Unknown,11/14/2022,,,0,11,8,0.013888888888888888,0.2777777777777778,,,369_21,301,0.1111111111111111,0.8333333333333334,,Misrepresentation
172,49,12,2,150000,5000,4,215000,0,1,15,10,50,31,731224,3,3,Unknown,11/26/2022,,,0,11,8,0.023255813953488372,0.6976744186046512,,,50_31,458,0.046511627906976744,2.0930232558139537,,Misrepresentation
173,43,12,0,87500,2500,4,150000,0,1,10,10,50,31,731213,3,1,Unknown,12/5/2022,,,0,11,8,0.016666666666666666,0.5833333333333334,,,50_31,458,0,1.75,,Misrepresentation
174,49,10,10,150000,5000,4,300000,0,0,15,10,250,27,507316,3,3,Unknown,12/31/2022,,,0,11,8,0.016666666666666666,0.5,,,250_27,169,0.16666666666666666,1.5,,Misrepresentation
175,43,11,10,70000,2000,4,240000,0,1,10,10,2,27,504001,3,1,Unknown,12/2/2022,,,0,11,8,0.008333333,0.2916666666666667,,,2_27,225,0.083333333,0.875,,Misrepresentation
176,44,10,10,200000,5000,4,180000,0,1,15,10,368,1,523001,3,1,Unknown,12/15/2022,,,0,11,8,0.027777777777777776,1.1111111111111112,,,368_1,300,0.2777777777777778,3.3333333333333335,,Misrepresentation
177,49,11,0,125000,5000,4,300000,0,0,10,10,30,29,243201,3,1,Unknown,1/4/2023,,,0,11,8,0.016666666666666666,0.4166666666666667,,,30_29,236,0,1.25,,Misrepresentation
178,27,0,11,475000,5000,4,200000,1,1,15,10,305,29,244602,3,3,Unknown,12/23/2022,,,0,11,8,0.025,2.375,,,305_29,231,0.275,7.125,,Misrepresentation
179,46,12,2,150000,5000,4,240000,0,1,15,10,140,4,845416,3,3,Unknown,12/26/2022,,,0,11,8,0.020833333333333332,0.625,,,140_4,46,0.041666666666666664,1.875,,Misrepresentation
180,50,1,6,150000,5000,4,259000,0,1,15,10,302,31,721632,3,3,Unknown,12/31/2022,,,0,11,8,0.019305019305019305,0.5791505791505791,,,302_31,228,0.11583011583011582,1.7374517374517373,,Misrepresentation
181,39,10,2,275000,5000,4,235000,0,1,15,10,50,31,731238,3,3,Unknown,1/4/2023,,,0,11,8,0.021276596,1.1702127659574468,,,50_31,458,0.042553191,3.5106382978723403,,Misrepresentation
182,36,11,2,275000,5000,4,540000,0,1,15,10,243,3,782480,3,3,Unknown,1/10/2023,,,0,11,8,0.009259259,0.5092592592592593,,,243_3,161,0.018518518518518517,1.527777777777778,,Misrepresentation
183,55,12,2,100000,5000,4,240000,0,1,15,10,312,4,843122,3,3,Unknown,1/10/2023,,,0,11,8,0.020833333333333332,0.4166666666666667,,,312_4,239,0.041666666666666664,1.25,,Misrepresentation
184,37,12,0,275000,5000,4,360000,0,1,15,10,301,29,250406,3,3,Unknown,1/13/2023,,,0,11,8,0.013888888888888888,0.7638888888888888,,,301_29,227,0,2.2916666666666665,,Misrepresentation
185,40,12,2,275000,5000,4,400000,0,1,15,10,456,29,272192,3,3,Unknown,1/20/2023,,,0,11,8,0.0125,0.6875,,,456_29,399,0.025,2.0625,,Misrepresentation
186,55,1,0,100000,5000,4,240000,0,1,15,10,147,4,845432,3,3,Unknown,1/21/2023,,,0,11,8,0.020833333333333332,0.4166666666666667,,,147_4,53,0,1.25,,Misrepresentation
187,54,12,2,100000,5000,4,310000,0,1,10,10,328,31,742135,3,3,Unknown,1/23/2023,,,0,11,8,0.016129032258064516,0.3225806451612903,,,328_31,256,0.032258065,0.967741935,,Misrepresentation
188,33,11,0,350000,5000,4,276000,0,0,15,10,502,27,506330,3,3,Unknown,1/25/2023,,,0,11,8,0.018115942028985508,1.2681159420289856,,,502_27,451,0,3.804347826086957,,Misrepresentation
189,35,6,10,350000,5000,4,300000,1,1,15,10,494,4,844126,3,3,Unknown,1/29/2023,,,0,11,8,0.016666666666666666,1.1666666666666667,,,494_4,441,0.16666666666666666,3.5,,Misrepresentation
190,46,10,2,150000,5000,4,240000,0,1,15,10,70,4,813209,3,3,Unknown,1/30/2023,,,0,11,8,0.020833333333333332,0.625,,,70_4,480,0.041666666666666664,1.875,,Misrepresentation
191,55,10,8,30000,1500,4,310000,0,1,15,10,82,31,713422,3,0,1,2/8/2023,,,0,11,8,0.00483871,0.096774194,,,82_31,493,0.038709677,0.29032258064516125,,Misrepresentation
192,42,11,2,200000,5000,4,260000,0,1,15,10,147,4,845302,3,3,Unknown,1/31/2023,,,0,11,8,0.019230769230769232,0.7692307692307693,,,147_4,53,0.038461538461538464,2.307692307692308,,Misrepresentation
193,46,9,2,125000,5000,4,300000,1,1,10,10,505,1,534199,3,3,Unknown,2/10/2023,,,0,11,8,0.016666666666666666,0.4166666666666667,,,505_1,454,0.033333333,1.25,,Misrepresentation
194,38,11,6,275000,5000,4,245000,0,1,15,10,70,4,812001,3,3,Unknown,2/8/2023,,,0,11,8,0.020408163,1.1224489795918366,,,70_4,480,0.12244897959183673,3.367346939,,Misrepresentation
195,53,12,11,100000,5000,4,300000,0,1,15,10,495,1,530028,3,3,Unknown,2/10/2023,,,0,11,8,0.016666666666666666,0.3333333333333333,,,495_1,442,0.18333333333333332,1,,Misrepresentation
196,45,12,2,200000,5000,4,300000,0,1,15,10,330,4,842003,3,3,Unknown,2/18/2023,,,0,11,8,0.016666666666666666,0.6666666666666666,,,330_4,259,0.033333333,2,,Misrepresentation
197,46,12,0,150000,5000,4,420000,0,0,15,10,19,1,515591,3,3,Unknown,3/10/2023,,,0,11,8,0.011904761904761904,0.35714285714285715,,,19_1,112,0,1.0714285714285714,,Misrepresentation
198,50,11,0,125000,5000,4,240000,0,1,10,10,457,16,486886,3,3,Unknown,2/28/2023,,,0,11,8,0.020833333333333332,0.5208333333333334,,,457_16,400,0,1.5625,,Misrepresentation
199,48,11,11,125000,5000,4,600000,0,1,10,10,104,1,516004,3,3,Unknown,3/6/2023,,,0,11,8,0.008333333,0.20833333333333334,,,104_1,6,0.091666667,0.625,,Misrepresentation
200,37,12,2,275000,5000,4,238000,0,1,15,10,50,31,731237,3,3,Unknown,3/8/2023,,,0,11,8,0.021008403,1.1554621848739495,,,50_31,458,0.042016807,3.4663865546218484,,Misrepresentation
201,38,12,10,275000,5000,4,250000,0,1,15,10,386,7,492001,3,3,Unknown,3/14/2023,,,0,11,8,0.02,1.1,,,386_7,320,0.2,3.3000000000000003,,Misrepresentation
202,44,11,8,200000,5000,4,300000,0,0,15,10,158,21,761031,3,3,Unknown,3/22/2023,,,0,11,8,0.016666666666666666,0.6666666666666666,,,158_21,65,0.13333333333333333,2,,Misrepresentation
203,50,12,2,150000,5000,4,360000,0,1,15,10,411,4,848237,3,3,Unknown,3/24/2023,,,0,11,8,0.013888888888888888,0.4166666666666667,,,411_4,349,0.027777777777777776,1.25,,Misrepresentation
204,52,11,2,100000,5000,4,300000,0,1,15,10,211,25,302003,3,3,Unknown,3/25/2023,,,0,11,8,0.016666666666666666,0.3333333333333333,,,211_25,126,0.033333333,1,,Misrepresentation
205,38,12,2,275000,5000,4,250000,0,1,15,10,312,4,843118,3,3,Unknown,3/25/2023,,,0,11,8,0.02,1.1,,,312_4,239,0.04,3.3000000000000003,,Misrepresentation
206,39,12,10,250000,5000,4,325000,0,0,10,10,250,27,507160,3,3,Unknown,3/29/2023,,,0,11,8,0.015384615384615385,0.7692307692307693,,,250_27,169,0.15384615384615385,2.307692307692308,,Misrepresentation
207,36,5,2,275000,5000,4,300000,0,1,15,10,9,1,515671,3,3,Unknown,3/28/2023,,,0,11,8,0.016666666666666666,0.9166666666666666,,,9_1,512,0.033333333,2.75,,Misrepresentation
208,44,12,2,200000,5000,4,300000,0,1,15,10,312,4,843122,3,3,Unknown,3/29/2023,,,0,11,8,0.016666666666666666,0.6666666666666666,,,312_4,239,0.033333333,2,,Misrepresentation
209,45,10,2,200000,5000,4,420000,0,1,15,10,243,3,782480,3,3,Unknown,4/4/2023,,,0,11,8,0.011904761904761904,0.47619047619047616,,,243_3,161,0.023809523809523808,1.4285714285714284,,Misrepresentation
210,43,12,2,175000,5000,4,360000,0,1,10,10,243,3,782448,3,3,Unknown,4/5/2023,,,0,11,8,0.013888888888888888,0.4861111111111111,,,243_3,161,0.027777777777777776,1.4583333333333333,,Misrepresentation
211,48,12,0,150000,5000,4,300000,0,1,15,10,344,27,503218,3,3,Unknown,4/18/2023,,,0,11,8,0.016666666666666666,0.5,,,344_27,274,0,1.5,,Misrepresentation
212,41,11,10,200000,5000,4,120000,0,1,15,10,4,9,380021,3,3,Unknown,4/12/2023,,,0,11,8,0.041666666666666664,1.6666666666666667,,,4_9,448,0.41666666666666663,5,,Misrepresentation
213,43,10,0,175000,5000,4,396000,0,1,10,10,35,24,151509,3,0,1,4/15/2023,,,0,11,8,0.012626262626262626,0.44191919191919193,,,35_24,291,0,1.3257575757575757,,Misrepresentation
214,47,10,0,150000,5000,4,250000,0,1,15,10,430,4,841235,3,3,Unknown,4/29/2023,,,0,11,8,0.02,0.6,,,430_4,370,0,1.7999999999999998,,Misrepresentation
215,43,10,2,200000,5000,4,215000,0,1,15,10,50,31,731224,3,3,Unknown,5/3/2023,,,0,11,8,0.023255813953488372,0.9302325581395349,,,50_31,458,0.046511627906976744,2.7906976744186047,,Misrepresentation
216,54,10,11,100000,5000,4,600000,0,1,15,10,230,25,326001,3,3,Unknown,5/4/2023,,,0,11,8,0.008333333,0.16666666666666666,,,230_25,147,0.091666667,0.5,,Misrepresentation
217,48,10,10,150000,5000,4,250000,0,1,15,10,115,16,454111,3,3,Unknown,6/9/2023,,,0,11,8,0.02,0.6,,,115_16,18,0.2,1.7999999999999998,,Misrepresentation
218,54,10,11,100000,5000,4,150000,0,1,15,10,426,25,307001,3,3,Unknown,6/30/2023,,,0,11,8,0.033333333,0.6666666666666666,,,426_25,365,0.36666666666666664,2,,Misrepresentation
219,46,12,0,125000,5000,4,720000,0,1,10,10,213,25,343041,3,0,1,7/4/2023,,,0,11,8,0.006944444,0.1736111111111111,,,213_25,128,0,0.5208333333333333,,Misrepresentation
220,34,12,0,350000,5000,4,300000,0,1,15,10,39,4,813210,3,3,Unknown,7/15/2023,,,0,11,8,0.016666666666666666,1.1666666666666667,,,39_4,335,0,3.5,,Misrepresentation
221,37,12,10,275000,5000,4,240000,0,1,15,10,486,4,844134,3,3,Unknown,7/10/2023,,,0,11,8,0.020833333333333332,1.1458333333333333,,,486_4,432,0.20833333333333331,3.4375,,Misrepresentation
222,50,12,2,150000,5000,4,240000,0,0,15,10,5,25,305811,3,3,Unknown,7/25/2023,,,0,11,8,0.020833333333333332,0.625,,,5_25,468,0.041666666666666664,1.875,,Misrepresentation
223,47,0,2,150000,5000,4,250000,0,1,15,10,0,0,-,3,0,5,8/3/2023,,,0,11,8,0.02,0.6,,,0_0,0,0.04,1.7999999999999998,,Misrepresentation
224,34,5,10,350000,5000,4,210000,0,1,15,10,317,16,458113,3,3,Unknown,7/21/2023,,,0,11,8,0.023809523809523808,1.6666666666666667,,,317_16,244,0.23809523809523808,5,,Misrepresentation
225,40,5,10,125000,2500,4,180000,0,1,10,10,354,1,524101,3,1,Unknown,8/8/2023,,,0,11,8,0.013888888888888888,0.6944444444444444,,,354_1,285,0.1388888888888889,2.083333333333333,,Misrepresentation
226,28,11,2,400000,5000,4,240000,0,1,10,10,135,3,783131,3,3,Unknown,8/1/2023,,,0,11,8,0.020833333333333332,1.6666666666666667,,,135_3,40,0.041666666666666664,5,,Misrepresentation
227,51,0,2,100000,5000,4,300000,0,1,10,10,82,31,713519,3,1,Unknown,8/4/2023,,,0,11,8,0.016666666666666666,0.3333333333333333,,,82_31,493,0.033333333,1,,Misrepresentation
228,44,5,0,175000,5000,4,200000,0,1,10,10,0,0,-,3,1,Unknown,8/1/2023,,,0,11,8,0.025,0.875,,,0_0,0,0,2.625,,Misrepresentation
229,54,1,0,100000,5000,4,500000,0,1,15,10,0,0,-,3,3,Unknown,8/8/2023,,,0,11,8,0.01,0.2,,,0_0,0,0,0.6000000000000001,,Misrepresentation
230,53,10,2,60000,3000,4,240000,0,1,10,10,67,3,781301,3,3,Unknown,8/8/2023,,,0,11,8,0.0125,0.25,,,67_3,476,0.025,0.75,,Misrepresentation
231,52,0,0,100000,5000,4,260000,1,1,10,10,0,0,-,3,0,1,8/22/2023,,,0,11,8,0.019230769230769232,0.38461538461538464,,,0_0,0,0,1.153846153846154,,Misrepresentation
232,52,10,6,100000,5000,4,350000,0,1,15,10,0,0,-,3,0,5,8/10/2023,,,0,11,8,0.014285714285714285,0.2857142857142857,,,0_0,0,0.085714286,0.8571428571428571,,Misrepresentation
233,50,5,0,125000,5000,4,200000,0,1,10,10,186,1,522001,3,1,Unknown,8/31/2023,,,0,11,8,0.025,0.625,,,186_1,97,0,1.875,,Misrepresentation
234,54,10,11,100000,5000,4,300000,0,1,10,10,175,21,761020,3,1,Unknown,8/18/2023,,,0,11,8,0.016666666666666666,0.3333333333333333,,,175_21,85,0.18333333333333332,1,,Misrepresentation
235,44,5,0,120000,3000,4,200000,0,1,15,10,186,1,522265,3,1,Unknown,8/24/2023,,,0,11,8,0.015,0.6,,,186_1,97,0,1.7999999999999998,,Misrepresentation
236,38,12,0,275000,5000,4,240000,0,1,15,10,0,0,-,3,3,Unknown,8/18/2023,,,0,11,8,0.020833333333333332,1.1458333333333333,,,0_0,0,0,3.4375,,Misrepresentation
237,35,11,2,350000,5000,4,420000,0,1,15,10,79,31,731204,3,3,Unknown,8/21/2023,,,0,11,8,0.011904761904761904,0.8333333333333334,,,79_31,489,0.023809523809523808,2.5,,Misrepresentation
238,49,10,10,75000,3000,4,360000,0,1,10,10,0,0,-,3,1,Unknown,8/22/2023,,,0,11,8,0.008333333,0.20833333333333334,,,0_0,0,0.083333333,0.625,,Misrepresentation
239,34,5,2,350000,5000,4,240000,0,1,15,10,105,21,755017,3,3,Unknown,8/22/2023,,,0,11,8,0.020833333333333332,1.4583333333333333,,,105_21,7,0.041666666666666664,4.375,,Misrepresentation
240,23,6,11,475000,5000,4,144000,1,1,15,10,58,16,481445,3,3,Unknown,8/23/2023,,,0,11,8,0.034722222222222224,3.298611111111111,,,58_16,466,0.3819444444444445,9.895833333333334,,Misrepresentation
241,28,5,11,400000,5000,4,300000,0,1,10,10,348,25,341021,3,3,Unknown,10/30/2023,,,0,11,8,0.016666666666666666,1.3333333333333333,,,348_25,278,0.18333333333333332,4,,Misrepresentation
242,53,12,0,100000,5000,4,240000,0,1,10,10,149,29,207001,3,0,1,11/3/2023,,,0,11,8,0.020833333333333332,0.4166666666666667,,,149_29,55,0,1.25,,Misrepresentation
243,48,11,2,150000,5000,4,240000,0,1,15,10,82,31,713128,3,3,Unknown,11/10/2023,,,0,11,8,0.020833333333333332,0.625,,,82_31,493,0.041666666666666664,1.875,,Misrepresentation
244,48,12,11,125000,5000,4,444000,0,1,10,10,155,11,121004,3,0,1,11/14/2023,,,0,11,8,0.011261261,0.28153153153153154,,,155_11,62,0.12387387387387387,0.8445945945945946,,Misrepresentation
245,47,10,6,150000,5000,4,350000,0,1,15,10,82,31,713146,3,0,1,11/10/2023,,,0,11,8,0.014285714285714285,0.42857142857142855,,,82_31,493,0.085714286,1.2857142857142856,,Misrepresentation
246,51,11,2,100000,5000,4,480000,0,1,10,10,82,31,713151,3,0,1,11/14/2023,,,0,11,8,0.010416666666666666,0.20833333333333334,,,82_31,493,0.020833333333333332,0.625,,Misrepresentation
247,48,5,10,125000,5000,4,250000,0,1,10,10,323,29,231211,3,0,1,11/14/2023,,,0,11,8,0.02,0.5,,,323_29,251,0.2,1.5,,Misrepresentation
248,52,1,0,100000,5000,4,300000,0,1,15,10,354,1,524129,3,3,Unknown,11/17/2023,,,0,11,8,0.016666666666666666,0.3333333333333333,,,354_1,285,0,1,,Misrepresentation
249,50,12,0,125000,5000,4,276000,0,1,10,10,400,9,363641,3,0,1,11/18/2023,,,0,11,8,0.018115942028985508,0.4528985507246377,,,400_9,337,0,1.358695652173913,,Misrepresentation
250,55,12,2,100000,5000,4,240000,0,1,15,10,205,31,711401,3,3,Unknown,11/21/2023,,,0,11,8,0.020833333333333332,0.4166666666666667,,,205_31,119,0.041666666666666664,1.25,,Misrepresentation
251,50,12,2,150000,5000,4,240000,0,1,15,10,205,31,711401,3,3,Unknown,11/22/2023,,,0,11,8,0.020833333333333332,0.625,,,205_31,119,0.041666666666666664,1.875,,Misrepresentation
252,48,5,2,150000,5000,4,180000,0,1,15,10,105,21,754021,3,3,Unknown,11/22/2023,,,0,11,8,0.027777777777777776,0.8333333333333334,,,105_21,7,0.055555556,2.5,,Misrepresentation
